SEASON,PLAYER ID,PLAYER NAME,REBOUND TYPE,PLAY DESCRIPTION,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:2),POR @ GSW,POR,GSW,"Sunday, January 3",2,https://videos.nba.com/nba/pbp/media/2021/01/03/0022000092/323/43daaccd-543b-787f-5b5f-80fb1ee17aef_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),POR @ GSW,POR,GSW,"Sunday, January 3",2,https://videos.nba.com/nba/pbp/media/2021/01/03/0022000092/339/3ec0bbe0-9535-29f0-2faa-ca7f07c2941b_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:1 Def:4),POR @ GSW,POR,GSW,"Sunday, January 3",3,https://videos.nba.com/nba/pbp/media/2021/01/03/0022000092/494/85502986-c2f8-cc3e-4473-ce816d1d3ad0_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),SAC @ GSW,SAC,GSW,"Monday, January 4",1,https://videos.nba.com/nba/pbp/media/2021/01/04/0022000101/160/41a7a273-5418-ea41-c429-43627d36f622_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:2),SAC @ GSW,SAC,GSW,"Monday, January 4",2,https://videos.nba.com/nba/pbp/media/2021/01/04/0022000101/289/2fcb3d2c-8c4d-7220-6b40-ece2c2e6abe0_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),SAC @ GSW,SAC,GSW,"Monday, January 4",2,https://videos.nba.com/nba/pbp/media/2021/01/04/0022000101/314/8895ab72-d837-4d2f-e784-6090406949f1_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:4),SAC @ GSW,SAC,GSW,"Monday, January 4",3,https://videos.nba.com/nba/pbp/media/2021/01/04/0022000101/395/a3e3a062-90ee-0dff-aeda-ec73b3727662_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:5),SAC @ GSW,SAC,GSW,"Monday, January 4",3,https://videos.nba.com/nba/pbp/media/2021/01/04/0022000101/403/b03776c2-f911-2096-84f8-e4f5d79223bf_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:6),SAC @ GSW,SAC,GSW,"Monday, January 4",3,https://videos.nba.com/nba/pbp/media/2021/01/04/0022000101/432/8a3e419d-bcac-dfde-aca3-facb12ecbfd6_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:7),SAC @ GSW,SAC,GSW,"Monday, January 4",3,https://videos.nba.com/nba/pbp/media/2021/01/04/0022000101/457/71324ce5-c4ef-85fd-7601-90c2e2cc4ede_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:8),SAC @ GSW,SAC,GSW,"Monday, January 4",3,https://videos.nba.com/nba/pbp/media/2021/01/04/0022000101/471/6bd3a011-21a1-00cf-7d72-f80226814338_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:9),SAC @ GSW,SAC,GSW,"Monday, January 4",3,https://videos.nba.com/nba/pbp/media/2021/01/04/0022000101/512/5858aa47-0eb0-94f8-e82d-47f2fadd71b7_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),LAC @ GSW,LAC,GSW,"Wednesday, January 6",1,https://videos.nba.com/nba/pbp/media/2021/01/06/0022000116/35/bf4b5801-70df-9147-dbdf-5c9f317ccbde_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:2),LAC @ GSW,LAC,GSW,"Wednesday, January 6",1,https://videos.nba.com/nba/pbp/media/2021/01/06/0022000116/108/08319be7-397b-57f7-a309-9f85a40e377c_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),LAC @ GSW,LAC,GSW,"Wednesday, January 6",2,https://videos.nba.com/nba/pbp/media/2021/01/06/0022000116/247/0228974a-1ca6-cccb-37dc-6c7a56d89bb9_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),LAC @ GSW,LAC,GSW,"Friday, January 8",1,https://videos.nba.com/nba/pbp/media/2021/01/08/0022000130/54/fd958520-c0d5-bbff-d4f3-f806e249aeb2_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:2),LAC @ GSW,LAC,GSW,"Friday, January 8",3,https://videos.nba.com/nba/pbp/media/2021/01/08/0022000130/462/9e8385c4-9ed1-f78e-e8ed-b3e2f839610f_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),TOR @ GSW,TOR,GSW,"Sunday, January 10",1,https://videos.nba.com/nba/pbp/media/2021/01/10/0022000148/37/29832a83-74a8-5f41-4506-5e2dec01737b_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:2 Def:2),TOR @ GSW,TOR,GSW,"Sunday, January 10",2,https://videos.nba.com/nba/pbp/media/2021/01/10/0022000148/277/11ee9c7d-94e2-a647-15a7-fece4a691e2d_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:2 Def:3),TOR @ GSW,TOR,GSW,"Sunday, January 10",2,https://videos.nba.com/nba/pbp/media/2021/01/10/0022000148/311/73a3f581-9b9f-f1f4-cb16-4c81de196933_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:3 Def:4),TOR @ GSW,TOR,GSW,"Sunday, January 10",3,https://videos.nba.com/nba/pbp/media/2021/01/10/0022000148/448/b9991819-9b36-d680-dc4a-41aa2482f79b_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:3 Def:5),TOR @ GSW,TOR,GSW,"Sunday, January 10",4,https://videos.nba.com/nba/pbp/media/2021/01/10/0022000148/637/520eda5a-130e-4b41-217f-4b6ad82a95d8_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:3 Def:6),TOR @ GSW,TOR,GSW,"Sunday, January 10",4,https://videos.nba.com/nba/pbp/media/2021/01/10/0022000148/674/06f8b338-9c59-3feb-09dc-d52103d7a543_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:1 Def:1),IND @ GSW,IND,GSW,"Tuesday, January 12",3,https://videos.nba.com/nba/pbp/media/2021/01/12/0022000163/488/e8038cdf-4faa-a9a4-a82a-2605c755fecb_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:1 Def:2),IND @ GSW,IND,GSW,"Tuesday, January 12",3,https://videos.nba.com/nba/pbp/media/2021/01/12/0022000163/511/3fd6b0bb-ea3e-a3d5-5424-63e46275492f_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:1 Def:3),IND @ GSW,IND,GSW,"Tuesday, January 12",4,https://videos.nba.com/nba/pbp/media/2021/01/12/0022000163/682/853f0805-e132-7439-3b80-42b84c7d50b7_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),GSW @ DEN,GSW,DEN,"Thursday, January 14",1,https://videos.nba.com/nba/pbp/media/2021/01/14/0022000177/30/d503ac32-143c-d4fa-f140-d8dd29b8a0a3_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:2),GSW @ DEN,GSW,DEN,"Thursday, January 14",2,https://videos.nba.com/nba/pbp/media/2021/01/14/0022000177/306/408ebd35-5b45-1fd4-50a6-78776d78a0ac_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),GSW @ DEN,GSW,DEN,"Thursday, January 14",3,https://videos.nba.com/nba/pbp/media/2021/01/14/0022000177/416/e99825fe-b857-50f0-4fbe-4d4f0f1fb7f3_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:4),GSW @ DEN,GSW,DEN,"Thursday, January 14",3,https://videos.nba.com/nba/pbp/media/2021/01/14/0022000177/421/ab009140-382c-99f1-1253-e9e168687ce5_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:5),GSW @ DEN,GSW,DEN,"Thursday, January 14",3,https://videos.nba.com/nba/pbp/media/2021/01/14/0022000177/458/7b5cb022-e4ba-ee87-33f6-81f9b23615b6_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:6),GSW @ DEN,GSW,DEN,"Thursday, January 14",3,https://videos.nba.com/nba/pbp/media/2021/01/14/0022000177/462/b4f47c28-1759-c9b2-b73a-54343f23fca4_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:7),GSW @ DEN,GSW,DEN,"Thursday, January 14",3,https://videos.nba.com/nba/pbp/media/2021/01/14/0022000177/511/cc875314-22c0-960f-d302-3a72435501a0_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:8),GSW @ DEN,GSW,DEN,"Thursday, January 14",4,https://videos.nba.com/nba/pbp/media/2021/01/14/0022000177/583/87c5ef8e-ac5f-c72c-1370-14ea20ef6121_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:9),GSW @ DEN,GSW,DEN,"Thursday, January 14",4,https://videos.nba.com/nba/pbp/media/2021/01/14/0022000177/589/9ae05576-54e4-759a-17a5-9ffa01446c1e_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:10),GSW @ DEN,GSW,DEN,"Thursday, January 14",4,https://videos.nba.com/nba/pbp/media/2021/01/14/0022000177/623/3e76d0b5-f542-c0c4-8ee5-8c03b618b960_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:11),GSW @ DEN,GSW,DEN,"Thursday, January 14",4,https://videos.nba.com/nba/pbp/media/2021/01/14/0022000177/630/0810615e-8ddd-90fd-d8ee-5d34d1da4f7d_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),GSW @ LAL,GSW,LAL,"Monday, January 18",1,https://videos.nba.com/nba/pbp/media/2021/01/18/0022000212/88/623acd3c-ead9-61a9-2322-651a2e1224a1_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),SAS @ GSW,SAS,GSW,"Wednesday, January 20",1,https://videos.nba.com/nba/pbp/media/2021/01/20/0022000223/24/79a9440a-a644-6632-78e0-9d861373a739_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:2),SAS @ GSW,SAS,GSW,"Wednesday, January 20",1,https://videos.nba.com/nba/pbp/media/2021/01/20/0022000223/98/92abf4ec-2014-bfb7-94c8-5d7826e068be_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),SAS @ GSW,SAS,GSW,"Wednesday, January 20",1,https://videos.nba.com/nba/pbp/media/2021/01/20/0022000223/114/e346bdb3-c674-0a54-6be3-af6846c87590_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:4),SAS @ GSW,SAS,GSW,"Wednesday, January 20",2,https://videos.nba.com/nba/pbp/media/2021/01/20/0022000223/289/2a7b8194-e719-81aa-13da-730fdd4c595f_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:5),SAS @ GSW,SAS,GSW,"Wednesday, January 20",2,https://videos.nba.com/nba/pbp/media/2021/01/20/0022000223/298/d4fad223-7f34-a4bf-b1e3-1f57994d75eb_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:1 Def:6),SAS @ GSW,SAS,GSW,"Wednesday, January 20",3,https://videos.nba.com/nba/pbp/media/2021/01/20/0022000223/418/c11bf555-8cb2-3c79-2918-9b9735cd758f_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:1 Def:7),SAS @ GSW,SAS,GSW,"Wednesday, January 20",3,https://videos.nba.com/nba/pbp/media/2021/01/20/0022000223/434/d58d1d3b-b0e8-f28d-ef4b-2b619b5fc0c1_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:1 Def:8),SAS @ GSW,SAS,GSW,"Wednesday, January 20",3,https://videos.nba.com/nba/pbp/media/2021/01/20/0022000223/455/45187628-c9d0-0c42-95ef-e77a033141bf_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:1 Def:9),SAS @ GSW,SAS,GSW,"Wednesday, January 20",3,https://videos.nba.com/nba/pbp/media/2021/01/20/0022000223/476/ab388a12-68ca-f87f-d93b-1da331da9e46_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:1 Def:10),SAS @ GSW,SAS,GSW,"Wednesday, January 20",3,https://videos.nba.com/nba/pbp/media/2021/01/20/0022000223/488/1ddca772-b8d8-72a1-2ae3-7b2810790cf3_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),NYK @ GSW,NYK,GSW,"Thursday, January 21",1,https://videos.nba.com/nba/pbp/media/2021/01/21/0022000228/18/1fd54855-7172-ded7-aa17-f0d65753d3f2_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:2),NYK @ GSW,NYK,GSW,"Thursday, January 21",1,https://videos.nba.com/nba/pbp/media/2021/01/21/0022000228/70/3045d68f-bdb9-8986-2cb8-44a8ba40fa2b_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),NYK @ GSW,NYK,GSW,"Thursday, January 21",4,https://videos.nba.com/nba/pbp/media/2021/01/21/0022000228/659/a23e551e-fa19-bfab-031e-9fcc37c3a143_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),GSW @ UTA,GSW,UTA,"Saturday, January 23",1,https://videos.nba.com/nba/pbp/media/2021/01/23/0022000242/56/2bca7478-a309-753c-751b-e16c2a99b1ce_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:2),GSW @ UTA,GSW,UTA,"Saturday, January 23",1,https://videos.nba.com/nba/pbp/media/2021/01/23/0022000242/74/fb3d7e05-0427-4474-1172-4e6fea3311b8_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),GSW @ UTA,GSW,UTA,"Saturday, January 23",2,https://videos.nba.com/nba/pbp/media/2021/01/23/0022000242/268/0bc59267-7991-1631-982d-eb3150920c71_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:4),GSW @ UTA,GSW,UTA,"Saturday, January 23",2,https://videos.nba.com/nba/pbp/media/2021/01/23/0022000242/320/b317f2b4-bb52-0c05-bcff-5f5a3720ce17_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:5),GSW @ UTA,GSW,UTA,"Saturday, January 23",2,https://videos.nba.com/nba/pbp/media/2021/01/23/0022000242/330/de078e90-787f-d8c9-7808-35f35fed1215_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:6),GSW @ UTA,GSW,UTA,"Saturday, January 23",3,https://videos.nba.com/nba/pbp/media/2021/01/23/0022000242/364/40a231e3-f5a1-6bf3-a4be-326101818b48_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:7),GSW @ UTA,GSW,UTA,"Saturday, January 23",3,https://videos.nba.com/nba/pbp/media/2021/01/23/0022000242/417/49784210-1792-79d9-44ea-423f11a863c4_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),MIN @ GSW,MIN,GSW,"Monday, January 25",1,https://videos.nba.com/nba/pbp/media/2021/01/25/0022000266/23/23e67f35-12dc-a711-f148-b0f50403e77a_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:2),MIN @ GSW,MIN,GSW,"Monday, January 25",1,https://videos.nba.com/nba/pbp/media/2021/01/25/0022000266/145/550f7061-c0ab-4849-0d78-c848427b4d4b_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),MIN @ GSW,MIN,GSW,"Monday, January 25",3,https://videos.nba.com/nba/pbp/media/2021/01/25/0022000266/421/8c429f6f-a256-2446-8534-6de5873b2084_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),MIN @ GSW,MIN,GSW,"Wednesday, January 27",1,https://videos.nba.com/nba/pbp/media/2021/01/27/0022000283/121/65b1eec2-f086-6094-9613-cd8ae0c8e548_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:2),MIN @ GSW,MIN,GSW,"Wednesday, January 27",1,https://videos.nba.com/nba/pbp/media/2021/01/27/0022000283/135/c1c567a4-51ac-0fe4-a552-8d617c16678d_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),MIN @ GSW,MIN,GSW,"Wednesday, January 27",1,https://videos.nba.com/nba/pbp/media/2021/01/27/0022000283/151/77e43ce5-9879-bc6f-2c4e-0e3dc6ef0ac3_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:4),MIN @ GSW,MIN,GSW,"Wednesday, January 27",2,https://videos.nba.com/nba/pbp/media/2021/01/27/0022000283/291/f1205a15-c161-d945-b769-69f9e7904d60_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:5),MIN @ GSW,MIN,GSW,"Wednesday, January 27",3,https://videos.nba.com/nba/pbp/media/2021/01/27/0022000283/490/56caff81-818c-dd6e-0cd5-88ffe6afd278_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:6),MIN @ GSW,MIN,GSW,"Wednesday, January 27",3,https://videos.nba.com/nba/pbp/media/2021/01/27/0022000283/506/72d01386-6505-1840-5c1a-89afc9d5ee12_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),GSW @ PHX,GSW,PHX,"Thursday, January 28",1,https://videos.nba.com/nba/pbp/media/2021/01/28/0022000286/57/6a4dabb2-b670-1a8f-c74c-383c7867bff7_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:2),GSW @ PHX,GSW,PHX,"Thursday, January 28",1,https://videos.nba.com/nba/pbp/media/2021/01/28/0022000286/119/22b23bda-0a45-cd2c-0150-2165ff6fdc8f_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),GSW @ PHX,GSW,PHX,"Thursday, January 28",2,https://videos.nba.com/nba/pbp/media/2021/01/28/0022000286/263/982caac2-a6a5-bb36-f916-d748effa7dcc_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),DET @ GSW,DET,GSW,"Saturday, January 30",2,https://videos.nba.com/nba/pbp/media/2021/01/30/0022000305/284/2e3ed26f-f607-fd75-2875-eb84b3cc3848_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:2),DET @ GSW,DET,GSW,"Saturday, January 30",3,https://videos.nba.com/nba/pbp/media/2021/01/30/0022000305/330/6d26c151-1ff7-8709-94af-dc400bb85fee_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),DET @ GSW,DET,GSW,"Saturday, January 30",3,https://videos.nba.com/nba/pbp/media/2021/01/30/0022000305/343/e4c5fe6b-9ab4-cd6b-cbeb-108a52f0d442_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:4),DET @ GSW,DET,GSW,"Saturday, January 30",3,https://videos.nba.com/nba/pbp/media/2021/01/30/0022000305/441/fd83975b-5938-8fe7-dea4-a9a7e7d44f78_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:5),DET @ GSW,DET,GSW,"Saturday, January 30",3,https://videos.nba.com/nba/pbp/media/2021/01/30/0022000305/467/92e9d7f7-939f-9776-061d-844366934263_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:1),BOS @ GSW,BOS,GSW,"Tuesday, February 2",1,https://videos.nba.com/nba/pbp/media/2021/02/02/0022000326/21/ab88946a-d13d-5e65-397a-e8c32be9e077_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:2),BOS @ GSW,BOS,GSW,"Tuesday, February 2",1,https://videos.nba.com/nba/pbp/media/2021/02/02/0022000326/48/996c064b-662c-9e11-c697-855f370f0cd3_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:3),BOS @ GSW,BOS,GSW,"Tuesday, February 2",1,https://videos.nba.com/nba/pbp/media/2021/02/02/0022000326/104/ed62c86e-02bd-bfeb-e62a-122da4ec99e6_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:4),BOS @ GSW,BOS,GSW,"Tuesday, February 2",1,https://videos.nba.com/nba/pbp/media/2021/02/02/0022000326/138/60d8ac83-bdf7-9bd1-300a-2d4fd9f1b86d_1280x720.mp4
2020-21,1,Stephen Curry,DREB,Curry REBOUND (Off:0 Def:5),BOS @ GSW,BOS,GSW,"Tuesday, February 2",2,https://videos.nba.com/nba/pbp/media/2021/02/02/0022000326/242/a5bf1e32-4432-7ec2-962f-e7a2d2f55195_1280x720.mp4
