SEASON,PLAYER ID,PLAYER NAME,REBOUND TYPE,PLAY DESCRIPTION,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:1),MEM @ HOU,MEM,HOU,"Monday, January 14",2,https://videos.nba.com/nba/pbp/media/2019/01/14/0021800646/239/e482e804-1827-fbc6-b6d6-918ce50c3afa_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:2 Def:1),MEM @ HOU,MEM,HOU,"Monday, January 14",2,https://videos.nba.com/nba/pbp/media/2019/01/14/0021800646/249/c6ca83de-132c-fabc-ec98-c057d2b82c82_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:8),BKN @ HOU,BKN,HOU,"Wednesday, January 16",4,https://videos.nba.com/nba/pbp/media/2019/01/16/0021800659/684/6d6582f4-c87b-85a2-236b-9f90661ee177_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:1),LAL @ HOU,LAL,HOU,"Saturday, January 19",2,https://videos.nba.com/nba/pbp/media/2019/01/19/0021800686/286/24df87c9-6041-bf11-2481-40ce4f755a35_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:2 Def:4),LAL @ HOU,LAL,HOU,"Saturday, January 19",3,https://videos.nba.com/nba/pbp/media/2019/01/19/0021800686/362/88f0ba27-bceb-aeef-092a-db224727e5a2_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:3 Def:5),LAL @ HOU,LAL,HOU,"Saturday, January 19",5,https://videos.nba.com/nba/pbp/media/2019/01/19/0021800686/733/e6335a7e-a937-cfd3-4fb2-4bad8abe09ae_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:1),HOU @ PHI,HOU,PHI,"Monday, January 21",1,https://videos.nba.com/nba/pbp/media/2019/01/21/0021800699/100/bff45de2-57c0-0c98-698d-79ed95fccfa6_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:2 Def:1),HOU @ PHI,HOU,PHI,"Monday, January 21",2,https://videos.nba.com/nba/pbp/media/2019/01/21/0021800699/243/6656e7be-eb6b-4f41-85aa-157b7002037f_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:1),HOU @ NYK,HOU,NYK,"Wednesday, January 23",1,https://videos.nba.com/nba/pbp/media/2019/01/23/0021800710/31/a205306c-119e-b76a-88b4-8c0f61939dbc_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:2 Def:1),HOU @ NYK,HOU,NYK,"Wednesday, January 23",1,https://videos.nba.com/nba/pbp/media/2019/01/23/0021800710/33/8a994333-6ef2-3a05-0d20-08bad51c4ece_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:3 Def:2),HOU @ NYK,HOU,NYK,"Wednesday, January 23",1,https://videos.nba.com/nba/pbp/media/2019/01/23/0021800710/103/a6a10464-68fd-4e94-910c-4427582638fb_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:4 Def:2),HOU @ NYK,HOU,NYK,"Wednesday, January 23",1,https://videos.nba.com/nba/pbp/media/2019/01/23/0021800710/122/aef389f7-f3e4-7f6e-8f4f-47cfdb11ca09_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:5 Def:4),HOU @ NYK,HOU,NYK,"Wednesday, January 23",2,https://videos.nba.com/nba/pbp/media/2019/01/23/0021800710/364/c357585c-6bad-8b30-ac10-09cbc7ed0592_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:6 Def:6),HOU @ NYK,HOU,NYK,"Wednesday, January 23",3,https://videos.nba.com/nba/pbp/media/2019/01/23/0021800710/505/e32086ae-93ba-8e46-92c0-0a807ea58663_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:0),ORL @ HOU,ORL,HOU,"Sunday, January 27",1,https://videos.nba.com/nba/pbp/media/2019/01/27/0021800737/64/32935ee1-5b4d-ed9e-b723-05a779a5b9e4_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:2),NOP @ HOU,NOP,HOU,"Tuesday, January 29",2,https://videos.nba.com/nba/pbp/media/2019/01/29/0021800753/341/7de8535f-dced-3068-9b14-5c4800533df2_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:2 Def:6),NOP @ HOU,NOP,HOU,"Tuesday, January 29",4,https://videos.nba.com/nba/pbp/media/2019/01/29/0021800753/575/c864ac86-9514-598f-f735-247ecec07ccf_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:3),HOU @ DEN,HOU,DEN,"Friday, February 1",2,https://videos.nba.com/nba/pbp/media/2019/02/01/0021800774/225/2ccdbe9e-4413-4b2c-8e8b-35a42d97605d_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:2 Def:4),HOU @ DEN,HOU,DEN,"Friday, February 1",4,https://videos.nba.com/nba/pbp/media/2019/02/01/0021800774/580/a9503a58-8325-1078-0f2a-1484751ccaa2_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:0),HOU @ SAC,HOU,SAC,"Wednesday, February 6",1,https://videos.nba.com/nba/pbp/media/2019/02/06/0021800809/95/e07e001c-b589-7bb5-7e62-c8387ff5e226_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:2 Def:1),HOU @ SAC,HOU,SAC,"Wednesday, February 6",2,https://videos.nba.com/nba/pbp/media/2019/02/06/0021800809/248/7b9862f9-9d80-d483-6f16-7cd34d3362c3_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:6),DAL @ HOU,DAL,HOU,"Monday, February 11",3,https://videos.nba.com/nba/pbp/media/2019/02/11/0021800844/452/30d32b4c-384e-68dc-f447-4c4ea04700b5_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:0),HOU @ MIN,HOU,MIN,"Wednesday, February 13",2,https://videos.nba.com/nba/pbp/media/2019/02/13/0021800861/237/8d238c01-85be-5509-f687-6d591f04a2a2_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:2 Def:0),HOU @ MIN,HOU,MIN,"Wednesday, February 13",2,https://videos.nba.com/nba/pbp/media/2019/02/13/0021800861/255/eb512a33-67bd-6101-3e35-ea6e64035a30_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:3),MIA @ HOU,MIA,HOU,"Thursday, February 28",3,https://videos.nba.com/nba/pbp/media/2019/02/28/0021800925/334/510dbe4e-e50a-3f05-0c37-410f05ac1ac8_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:2 Def:4),MIA @ HOU,MIA,HOU,"Thursday, February 28",4,https://videos.nba.com/nba/pbp/media/2019/02/28/0021800925/537/47879af3-44e0-d912-6451-ba661e14639f_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:4),HOU @ DAL,HOU,DAL,"Sunday, March 10",4,https://videos.nba.com/nba/pbp/media/2019/03/10/0021800997/627/67b07519-96be-981a-1d45-0585a9821e76_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:1),CHA @ HOU,CHA,HOU,"Monday, March 11",1,https://videos.nba.com/nba/pbp/media/2019/03/11/0021801004/52/fc002e2b-b4b4-8928-8a57-4e743cfb8158_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:0),HOU @ MEM,HOU,MEM,"Wednesday, March 20",1,https://videos.nba.com/nba/pbp/media/2019/03/20/0021801070/27/374f4243-295e-69ff-1b8f-72b87cb36cba_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:5),SAS @ HOU,SAS,HOU,"Friday, March 22",4,https://videos.nba.com/nba/pbp/media/2019/03/22/0021801084/606/3969339d-fe7e-19b6-04b8-c0ec991d3e60_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:2 Def:5),SAS @ HOU,SAS,HOU,"Friday, March 22",4,https://videos.nba.com/nba/pbp/media/2019/03/22/0021801084/613/43aed885-90ba-393e-bf53-8139b98531a5_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:0),DEN @ HOU,DEN,HOU,"Thursday, March 28",1,https://videos.nba.com/nba/pbp/media/2019/03/28/0021801126/53/299ec066-6d0d-67dd-354a-88ef2e7ec473_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:2 Def:3),DEN @ HOU,DEN,HOU,"Thursday, March 28",3,https://videos.nba.com/nba/pbp/media/2019/03/28/0021801126/446/8e5dac1f-2aa2-82f3-d7eb-39f0fd53391a_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:10),SAC @ HOU,SAC,HOU,"Saturday, March 30",4,https://videos.nba.com/nba/pbp/media/2019/03/30/0021801138/628/64006594-7e86-987f-bc28-cb79872ef89a_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:2),HOU @ LAC,HOU,LAC,"Wednesday, April 3",2,https://videos.nba.com/nba/pbp/media/2019/04/03/0021801176/227/cb1d22d6-f3c4-4be9-0a25-b6ebe4239adc_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:7),NYK @ HOU,NYK,HOU,"Friday, April 5",3,https://videos.nba.com/nba/pbp/media/2019/04/05/0021801184/357/9511603a-9fd5-819a-b8ae-1736145cda39_1280x720.mp4
2018-19,1,James Harden,OREB,Harden REBOUND (Off:1 Def:0),HOU @ OKC,HOU,OKC,"Tuesday, April 9",1,https://videos.nba.com/nba/pbp/media/2019/04/09/0021801218/76/8c14054e-c7f6-983e-ae4d-39e64995894b_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:2),OKC @ LAC,OKC,LAC,"Friday, October 19",1,https://videos.nba.com/nba/pbp/media/2018/10/19/0021800025/98/682fa4ba-f6f5-be92-2666-0297ac5e30c6_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:0),BOS @ OKC,BOS,OKC,"Thursday, October 25",1,https://videos.nba.com/nba/pbp/media/2018/10/25/0021800065/20/fed09a84-5686-8158-12da-e95d922e9349_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:2 Def:2),BOS @ OKC,BOS,OKC,"Thursday, October 25",2,https://videos.nba.com/nba/pbp/media/2018/10/25/0021800065/312/836c8b4a-4f7a-704e-6318-86209e5a8b56_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:4),LAC @ OKC,LAC,OKC,"Tuesday, October 30",2,https://videos.nba.com/nba/pbp/media/2018/10/30/0021800103/331/6306b3ca-fa40-554e-f454-944158358c6a_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:1),OKC @ CHA,OKC,CHA,"Thursday, November 1",1,https://videos.nba.com/nba/pbp/media/2018/11/01/0021800111/50/47967454-41f2-f588-f4e7-ee26e2d3d8a3_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:1),NOP @ OKC,NOP,OKC,"Monday, November 5",3,https://videos.nba.com/nba/pbp/media/2018/11/05/0021800144/392/64bd90cd-0562-8d9a-4200-74d39ab49822_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:2 Def:1),NOP @ OKC,NOP,OKC,"Monday, November 5",3,https://videos.nba.com/nba/pbp/media/2018/11/05/0021800144/448/4775c6e9-5461-26e6-39df-b2b5ea14d84d_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:3),OKC @ CLE,OKC,CLE,"Wednesday, November 7",2,https://videos.nba.com/nba/pbp/media/2018/11/07/0021800153/288/d389dd48-89b7-9d29-0eb3-9e7ddd50905b_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:1),HOU @ OKC,HOU,OKC,"Thursday, November 8",1,https://videos.nba.com/nba/pbp/media/2018/11/08/0021800163/116/64a8c4ea-c4b8-8161-bb45-612bc3dfe700_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:3),OKC @ DAL,OKC,DAL,"Saturday, November 10",1,https://videos.nba.com/nba/pbp/media/2018/11/10/0021800181/155/fbe5bbc7-62e2-be26-d314-ca323b349e54_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:2 Def:3),OKC @ DAL,OKC,DAL,"Saturday, November 10",2,https://videos.nba.com/nba/pbp/media/2018/11/10/0021800181/292/f1024553-6676-aefd-30cd-4262428eb9f3_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:3 Def:3),OKC @ DAL,OKC,DAL,"Saturday, November 10",2,https://videos.nba.com/nba/pbp/media/2018/11/10/0021800181/303/6bde7497-2596-8e80-1043-5427dbe7b347_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:4 Def:3),OKC @ DAL,OKC,DAL,"Saturday, November 10",2,https://videos.nba.com/nba/pbp/media/2018/11/10/0021800181/322/f435e03e-d9d6-4b04-e5dd-992ad3272786_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:5 Def:5),OKC @ DAL,OKC,DAL,"Saturday, November 10",3,https://videos.nba.com/nba/pbp/media/2018/11/10/0021800181/471/b05a2963-bdfa-29e4-ffe6-9d288809eacb_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:5),PHX @ OKC,PHX,OKC,"Monday, November 12",4,https://videos.nba.com/nba/pbp/media/2018/11/12/0021800196/576/2d4f7b62-b453-5391-7ca6-1b321f9f14f4_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:0),NYK @ OKC,NYK,OKC,"Wednesday, November 14",1,https://videos.nba.com/nba/pbp/media/2018/11/14/0021800209/64/876bc932-3f1f-904f-9bcc-a8f2505eec0c_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:10),OKC @ PHX,OKC,PHX,"Saturday, November 17",3,https://videos.nba.com/nba/pbp/media/2018/11/17/0021800233/434/d2d70fd0-c3de-94de-8ba3-7d3bb51b49c1_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:1),OKC @ SAC,OKC,SAC,"Monday, November 19",1,https://videos.nba.com/nba/pbp/media/2018/11/19/0021800247/110/8738b892-1d7f-c63d-e3c7-d665310ade3f_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:1),OKC @ GSW,OKC,GSW,"Wednesday, November 21",1,https://videos.nba.com/nba/pbp/media/2018/11/21/0021800264/50/fb20931f-610f-eca1-378a-77ef51fef5ec_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:2 Def:5),OKC @ GSW,OKC,GSW,"Wednesday, November 21",3,https://videos.nba.com/nba/pbp/media/2018/11/21/0021800264/397/76cfc0f4-f895-5865-37e8-cbd9ca0c524a_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:0),CHA @ OKC,CHA,OKC,"Friday, November 23",1,https://videos.nba.com/nba/pbp/media/2018/11/23/0021800274/29/f0cb3738-20ed-0b4a-917b-d37204a4dd2c_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:2 Def:3),CHA @ OKC,CHA,OKC,"Friday, November 23",2,https://videos.nba.com/nba/pbp/media/2018/11/23/0021800274/321/6565c01f-aaa1-d617-c3e0-c965b73dcb37_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:3 Def:4),CHA @ OKC,CHA,OKC,"Friday, November 23",3,https://videos.nba.com/nba/pbp/media/2018/11/23/0021800274/401/94b1e988-5742-94f6-7e37-0c07688ad5c6_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:0),DEN @ OKC,DEN,OKC,"Saturday, November 24",1,https://videos.nba.com/nba/pbp/media/2018/11/24/0021800282/70/88c2779f-7125-5f06-623f-66282b36f15e_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:2 Def:0),DEN @ OKC,DEN,OKC,"Saturday, November 24",1,https://videos.nba.com/nba/pbp/media/2018/11/24/0021800282/112/849ad763-9510-7a09-29df-513fad481c0b_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:3 Def:5),DEN @ OKC,DEN,OKC,"Saturday, November 24",3,https://videos.nba.com/nba/pbp/media/2018/11/24/0021800282/518/4dd4f8e5-3586-5f0c-20c2-b547bebeeab9_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:4 Def:7),DEN @ OKC,DEN,OKC,"Saturday, November 24",4,https://videos.nba.com/nba/pbp/media/2018/11/24/0021800282/657/bc633494-01d7-7d70-2105-b46d6843d9fc_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:0),CLE @ OKC,CLE,OKC,"Wednesday, November 28",1,https://videos.nba.com/nba/pbp/media/2018/11/28/0021800313/145/9e54af90-ef14-bd79-244a-fa0684c95d8f_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:2 Def:0),CLE @ OKC,CLE,OKC,"Wednesday, November 28",2,https://videos.nba.com/nba/pbp/media/2018/11/28/0021800313/257/f2db30c9-78bb-78dd-8e38-e038dedfeb45_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:3),OKC @ BKN,OKC,BKN,"Wednesday, December 5",1,https://videos.nba.com/nba/pbp/media/2018/12/05/0021800358/92/0bd61984-af7c-b723-aed9-a55f3be891b3_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:2 Def:10),OKC @ BKN,OKC,BKN,"Wednesday, December 5",4,https://videos.nba.com/nba/pbp/media/2018/12/05/0021800358/676/5342cb5a-1efd-a2b4-1070-bf6d8fd52795_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:3 Def:10),OKC @ BKN,OKC,BKN,"Wednesday, December 5",4,https://videos.nba.com/nba/pbp/media/2018/12/05/0021800358/685/0706459e-74bc-0f7f-80fb-fe90319479d5_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:5),OKC @ NOP,OKC,NOP,"Wednesday, December 12",3,https://videos.nba.com/nba/pbp/media/2018/12/12/0021800411/414/27e10c74-9367-03a3-4752-62bdcd0d1213_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:2 Def:9),OKC @ NOP,OKC,NOP,"Wednesday, December 12",4,https://videos.nba.com/nba/pbp/media/2018/12/12/0021800411/690/9e264f13-24e3-b0eb-50e1-ac61cdce74d2_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:0),OKC @ DEN,OKC,DEN,"Friday, December 14",4,https://videos.nba.com/nba/pbp/media/2018/12/14/0021800426/597/bbae64c5-5a33-6681-009f-29236e7aa4da_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:2 Def:0),OKC @ DEN,OKC,DEN,"Friday, December 14",4,https://videos.nba.com/nba/pbp/media/2018/12/14/0021800426/599/30027265-5ead-359b-5bf8-7726e13ec435_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:3 Def:0),OKC @ DEN,OKC,DEN,"Friday, December 14",4,https://videos.nba.com/nba/pbp/media/2018/12/14/0021800426/617/43aa1ffb-8b81-15cc-8826-93faba8f7055_1280x720.mp4
2018-19,2,Paul George,OREB,George REBOUND (Off:1 Def:0),LAC @ OKC,LAC,OKC,"Saturday, December 15",1,https://videos.nba.com/nba/pbp/media/2018/12/15/0021800434/46/99f98e12-0226-0ca8-8d00-2a334b16f05c_1280x720.mp4
